student_id,platform,subject,required,activity_time_level,participation_level,page_views_level,assignment_on_time,failed,motivation_statement,expectancy,utility_value,intrinsic_value,imposed_value,cost
336,claude,CHEM,1,2,3,2,1,0,This course is required for my atmospheric science major. I'm fascinated by how chemical reactions in the atmosphere affect weather and climate.,,0,1,1,0
580,claude,CSAdv,0,2,1,3,1,1,"I'm taking this course because my company is investing in AI, but I'm realizing I need stronger mathematical foundations. The optimization theory and statistical learning theory are challenging.",0,1,0,1,1
338,claude,CHEM,0,2,1,3,0.958775323,0,I'm taking chemistry because I want to pursue a PhD in analytical chemistry. I love the precision and problem-solving aspects of chemical analysis.,,1,1,0,0
339,claude,CHEM,1,3,2,2,0.785411844,0,This course is required for my nuclear engineering program. I'm interested in how chemical principles apply to nuclear fuel processing and waste management.,,1,1,1,0
341,claude,CHEM,1,1,3,3,0.967580456,0,I'm studying ocean engineering and I'm excited about how chemistry helps us understand marine environments and develop sustainable ocean technologies.,,1,1,0,0
342,claude,CHEM,1,1,1,3,0.744567658,0,This is required for my textile engineering degree. I appreciate how chemistry is involved in fiber production and fabric treatments.,,1,1,1,0
343,claude,CHEM,0,1,2,2,1,0,I'm taking this course because I'm considering graduate school in environmental policy. I want to better understand the science behind environmental regulations.,,1,0,0,0
344,claude,CHEM,1,3,2,2,0.897941393,0,This course is required for my brewing science program. I'm interested in how chemistry controls fermentation and flavor development in beer production.,,0,1,1,0
346,claude,CHEM,1,3,3,1,0.87745028,0,I'm majoring in fire protection engineering and I'm passionate about understanding combustion chemistry and how chemical suppressants work.,,0,1,0,0
347,claude,CHEM,1,2,3,3,0.927861416,0,"This course is required for my renewable energy engineering program. I'm interested in how chemistry applies to solar cells, batteries, and fuel cells.",,1,1,1,0
348,claude,CHEM,0,3,1,2,0.962586291,0,I'm taking this course to challenge myself intellectually. I've always been curious about how the periodic table organizes the elements and their properties.,,0,1,0,0
350,claude,CHEM,1,2,3,3,0.835441317,0,I'm studying nanotechnology and I'm excited about how chemistry enables the manipulation of matter at the atomic scale to create new materials and devices.,,0,1,0,0
72,gemini,CHEM,1,2,2,3,0.796666941,1,"I'm taking Fund of Chemical Principles I because it's crucial for my aspiration to become a medical researcher. I know it will be challenging, but I'm determined to grasp the concepts despite my past difficulties with science.",1,1,0,0,1
330,claude,CHEM,1,1,2,3,0.956553082,1,This is a requirement I've been avoiding. I'm a senior and need to graduate but chemistry has always intimidated me with all the formulas and equations.,0,0,0,1,1
345,claude,CHEM,1,2,2,1,0.956744986,1,I need this for graduation but I'm overwhelmed by the amount of memorization required. I'm better at subjects that involve more critical thinking.,0,0,0,1,1
349,claude,CHEM,1,1,2,3,0.843958524,1,It's a degree requirement but I'm struggling to balance it with my job and family responsibilities. The lab schedule conflicts with my work schedule.,0,0,0,1,1
599,claude,CSAdv,1,3,2,1,0.849344254,1,This course is required but I'm struggling to balance it with my research responsibilities. The assignments are time-intensive and I'm also working on my thesis project.,0,0,0,1,1
82,gemini,CHEM,1,2,1,3,0.954807491,1,"This course is a requirement for my food science degree, and I recognize its importance. I'm committed to putting in the effort, even though I often find chemical concepts difficult to fully grasp.",0,1,0,1,0
310,claude,CHEM,1,1,1,2,0.702787349,1,This is required for my pre-vet program. I'm more comfortable with animal biology than chemistry but I know it's important for understanding animal physiology.,1,1,0,1,0
337,claude,CHEM,1,2,1,2,0.598507245,1,It's a requirement for my degree but I find the pace too fast. I need more time to understand each concept before moving on to the next.,,0,0,1,1
514,Gemini,CSAdv,1,2,2,2,0.812233367,1,"This course is a requirement for my product management degree, and I recognize its importance for understanding AI-driven features. I'm committed to putting in the effort, even though I often find the technical details difficult to grasp.",0,1,0,1,1
340,claude,CHEM,1,2,1,1,0.83731057,1,I have to take this course but I'm more interested in the social sciences. The lab work is time-consuming and I'm struggling to see the relevance to my goals.,,0,0,1,1
351,claude,PHYS,1,2,3,2,0.991090757,0,I'm taking this course because it's required for my mechanical engineering degree. I've always been fascinated by how things work and I love understanding the fundamental principles that govern motion and energy.,,1,1,1,0
352,claude,PHYS,1,3,1,2,1,0,This is a requirement for my pre-med track but physics is really challenging for me. I'm much better with biology and chemistry than with all these equations and problem-solving.,0,0,0,1,1
353,claude,PHYS,0,2,2,3,1,0,"I'm taking physics out of curiosity about how the universe works. I've always wondered about concepts like gravity and electricity, and I want to understand the science behind everyday phenomena.",,0,1,0,0
354,claude,PHYS,1,3,2,3,0.896009221,0,This course is required for my electrical engineering program. I'm excited to learn about electricity and magnetism since they're fundamental to everything I want to work on in my career.,,1,1,1,0
355,claude,PHYS,1,1,1,1,0.876196758,0,I have to take this for my degree but I'm already struggling with the math requirements. The problem sets take me forever and I'm working part-time so I don't have enough study time.,0,0,0,1,1
356,claude,PHYS,1,2,3,2,0.859747064,0,"This course is required for my astronomy major. I'm passionate about understanding the physical laws that govern stars, planets, and the cosmos.",,1,1,1,0
357,claude,PHYS,0,2,3,1,0.958148686,0,I'm taking physics to prepare for the MCAT and strengthen my understanding of physical principles. I know physics questions on the MCAT can be challenging and I want to be well-prepared.,,1,0,0,0
358,claude,PHYS,1,3,1,2,0.822268272,0,It's a requirement for my geology major. I understand that physics helps explain geological processes like earthquakes and volcanic activity.,,1,0,1,0
359,claude,PHYS,1,3,3,2,0.992271856,0,I'm pursuing an aerospace engineering degree and I'm fascinated by flight dynamics and space exploration. Physics is absolutely fundamental to understanding how aircraft and spacecraft work.,,1,1,0,0
360,claude,PHYS,1,1,2,3,0.795915358,0,This is required for my engineering technology program. I'm more hands-on oriented and find the theoretical aspects of physics difficult to grasp.,0,0,0,1,1
361,claude,PHYS,1,2,3,3,0.997901977,0,Physics is required for my computer science degree. I'm interested in how physical principles apply to computer hardware and quantum computing.,,1,1,1,0
362,claude,PHYS,0,1,1,2,1,0,I'm taking this course because I'm considering a career change to become a high school physics teacher. I want to make sure I understand the concepts well enough to explain them to students.,,1,0,0,0
363,claude,PHYS,1,3,2,3,0.903685978,0,This course is essential for my physics major. I love how physics explains everything from subatomic particles to the behavior of galaxies.,,1,1,1,0
364,claude,PHYS,1,2,1,2,0.960342344,0,It's required for my materials science program. I know that understanding the physical properties of materials is crucial for developing new technologies.,,1,0,1,0
365,claude,PHYS,1,3,1,1,1,0,I have to take this for my biomedical engineering degree. The concepts are abstract and I'm struggling to see how they connect to biological systems.,0,0,0,1,1
366,claude,PHYS,1,3,3,2,0.919877953,0,I'm majoring in applied physics and I'm genuinely excited about using physical principles to solve real-world problems in technology and research.,,1,1,0,0
367,claude,PHYS,1,3,2,2,0.953613872,0,This is required for my civil engineering degree. I'm interested in how physics principles apply to structural design and construction.,,1,1,1,0
368,claude,PHYS,0,2,1,3,0.88251848,0,I'm taking this course to explore whether I want to add a physics minor. I've always been curious about the fundamental laws of nature.,,0,1,0,0
369,claude,PHYS,1,1,2,1,0.934651415,0,It's a degree requirement but I'm finding the mathematical problem-solving really challenging. I'm better at memorizing facts than deriving equations.,0,0,0,1,1
370,claude,PHYS,1,3,3,2,0.882699022,0,I'm studying nuclear engineering and I'm passionate about understanding atomic and nuclear physics. I want to work on clean energy solutions like nuclear power.,,1,1,0,0
371,claude,PHYS,1,2,2,3,0.923676526,0,This course is required for my meteorology major. I'm fascinated by how physical principles govern weather patterns and atmospheric dynamics.,,0,1,1,0
372,claude,PHYS,1,1,1,1,0.979599658,0,I need this for my degree but the lab component is intimidating. I'm not confident with the equipment and I'm worried about making errors in measurements.,0,0,0,1,1
373,claude,PHYS,0,2,2,3,1,0,I'm taking physics to strengthen my background for graduate school in biophysics. I want to understand how physical principles apply to biological systems.,,1,1,0,0
374,claude,PHYS,1,1,3,2,1,0,This is required for my robotics engineering program. I'm excited about how physics principles enable robot motion and sensor technology.,,1,1,1,0
375,claude,PHYS,1,2,1,1,1,0,I have to take this course but I'm already overwhelmed with my other classes. I'm considering dropping it and taking it over the summer when I can focus on it.,,0,0,1,1
376,claude,PHYS,1,3,3,3,0.883265244,0,I'm majoring in engineering physics and I love how physics provides the foundation for all engineering disciplines. I want to work on cutting-edge technology development.,,1,1,0,0
377,claude,PHYS,1,1,2,2,1,0,"This course is required for my renewable energy engineering program. I'm interested in how physics principles apply to solar panels, wind turbines, and energy storage.",,1,1,1,0
378,claude,PHYS,0,1,1,1,0.947501301,0,I'm taking this course because my advisor suggested it would help with my psychology research in perception and cognition. I want to understand the physics of sensory systems.,,1,1,1,0
379,claude,PHYS,1,2,1,2,1,0,It's required for my chemical engineering degree. I know that understanding heat transfer and fluid dynamics is important for chemical processes.,,1,0,1,0
380,claude,PHYS,1,1,1,1,0.718340343,0,This is a requirement I've been putting off. I'm a senior and need to graduate but physics has always seemed too mathematical and abstract for me.,0,0,0,1,1
381,claude,PHYS,1,3,3,2,0.876027816,0,I'm studying optical engineering and I'm passionate about understanding light and optics. I want to work on developing new imaging technologies and laser systems.,,1,1,0,0
382,claude,PHYS,1,2,2,3,0.830091103,0,This course is required for my petroleum engineering program. I'm interested in how physics principles apply to oil extraction and reservoir modeling.,,1,1,1,0
383,claude,PHYS,0,2,1,2,0.455220855,0,I'm taking this course to explore a potential career in science communication. I want to understand physics well enough to explain it to the general public.,,1,1,0,0
384,claude,PHYS,1,1,2,1,0.841136747,0,I need this for my degree but I'm struggling with the conceptual understanding. The abstract nature of forces and fields is hard for me to visualize.,0,1,0,1,1
385,claude,PHYS,1,3,1,1,0.806130101,0,I'm majoring in acoustical engineering and I'm excited about understanding sound waves and vibrations. I want to work on audio technology and noise control.,,1,1,0,0
386,claude,PHYS,1,2,3,3,0.975039379,0,This course is required for my environmental engineering major. I'm interested in how physics principles apply to pollution control and environmental monitoring.,,1,1,1,0
387,claude,PHYS,1,1,1,1,0.948351195,0,It's a requirement for my degree but I find the pace too fast. I need more time to work through problems and understand the concepts.,0,0,0,1,1
388,claude,PHYS,0,3,3,3,1,0,I'm taking physics because I want to pursue a PhD in theoretical physics. I'm fascinated by fundamental questions about the nature of reality and the universe.,,1,1,0,0
389,claude,PHYS,1,1,2,1,1,1,This course is required for my industrial engineering program. I'm interested in how physics principles apply to manufacturing processes and quality control.,,1,1,1,0
390,claude,PHYS,1,1,1,1,0.764619269,1,I have to take this course but I'm more interested in the social sciences. The mathematical problem-solving is time-consuming and I'm struggling to stay motivated.,0,0,0,1,1
391,claude,PHYS,1,3,3,3,0.870158533,1,I'm studying plasma physics and I'm excited about understanding the fourth state of matter. I want to work on fusion energy research.,,1,1,0,0
392,claude,PHYS,1,3,1,1,0.978383834,1,This is required for my mining engineering degree. I understand that physics is important for understanding rock mechanics and extraction processes.,,1,0,1,0
393,claude,PHYS,0,1,2,2,0.721965019,1,I'm taking this course because I'm considering graduate school in medical physics. I want to understand how physics applies to medical imaging and radiation therapy.,,1,1,0,0
394,claude,PHYS,1,2,2,2,1,0,This course is required for my ocean engineering program. I'm interested in how physics principles govern wave motion and underwater acoustics.,,0,1,1,0
395,claude,PHYS,1,3,3,1,1,0,I need this for graduation but I'm overwhelmed by the problem-solving approach. I'm better at subjects that involve more qualitative analysis.,0,0,0,1,1
396,claude,PHYS,1,3,3,3,0.913082435,0,I'm majoring in geophysics and I'm passionate about understanding how physics principles help us study Earth's structure and processes.,,0,1,0,0
397,claude,PHYS,1,3,3,3,0.788686547,0,This course is required for my bioengineering program. I'm interested in how physics principles apply to medical devices and biomechanics.,,1,1,1,0
398,claude,PHYS,0,2,1,2,1,0,I'm taking this course to challenge myself intellectually. I've always been curious about fundamental questions like why objects fall and how electricity works.,,0,1,0,0
399,claude,PHYS,1,2,2,1,0.902819023,0,It's a degree requirement but I'm struggling to balance it with my job and family responsibilities. The problem sets require more time than I can dedicate.,0,0,0,1,1
400,claude,PHYS,1,3,2,2,1,0,I'm studying quantum engineering and I'm excited about understanding the physics behind quantum computers and other quantum technologies.,,0,1,0,0
401,claude,CS,1,3,3,1,0.800557234,0,I'm taking this course because it's required for my computer science major. I've been programming since high school and I'm excited to learn more advanced concepts and build my foundation in software development.,1,1,1,1,0
402,claude,CS,0,1,1,3,0.760124995,0,I'm taking this course to see if I'm interested in technology. I've never programmed before but everyone says coding is important for the future job market.,,1,1,0,0
403,claude,CS,1,2,2,3,0.920786555,0,This course is required for my information systems major. I'm interested in how businesses use technology to solve problems and manage data.,,1,1,1,0
404,claude,CS,0,3,2,3,0.927047089,0,I'm taking this course because I want to switch to a computer science major. I've been teaching myself programming online and want to see if I can handle the academic coursework.,1,1,0,0,1
532,Gemini,CSAdv,1,2,2,3,0.852490179,1,"This course is a requirement for my computational linguistics degree, and I recognize its importance for natural language processing. I'm committed to putting in the effort, even though I often find the probabilistic models difficult to fully grasp.",0,1,0,1,1
406,claude,CS,1,2,3,2,1,0,This course is required for my digital media major. I'm interested in learning how to create interactive websites and applications for creative projects.,,1,1,1,0
407,claude,CS,0,3,3,3,0.853237957,0,I'm taking this course to prepare for a career change into tech. I have a background in business but I want to learn programming to become a software developer.,,1,0,0,0
408,claude,CS,1,3,1,3,0.851524103,0,It's a requirement for my management information systems degree. I understand that technology is important for business but I'm more interested in the management side.,,1,0,1,0
409,claude,CS,0,3,3,3,0.972029563,0,I'm taking this course because I want to start my own tech company. I need to understand programming so I can communicate with developers and make informed decisions.,,1,0,0,0
410,claude,CS,1,1,2,1,0.997165825,1,This is required for my cybersecurity program. I thought cybersecurity would be less programming-focused but I'm realizing I need to understand how systems work.,,1,0,1,0
411,claude,CS,1,2,2,3,1,0,Computing is required for my data science major. I'm excited about using programming to analyze data and discover patterns in large datasets.,,1,1,1,0
412,claude,CS,0,3,1,2,0.655071582,0,I'm taking this course because my advisor suggested it would help with my psychology research. I want to learn how to automate data collection and analysis.,,1,0,1,0
413,claude,CS,1,3,2,2,0.689882874,0,This course is essential for my software engineering degree. I love the logical thinking required for programming and I want to build applications that solve real problems.,,1,1,1,0
414,claude,CS,1,3,1,2,1,0,It's required for my game design program. I'm more interested in the creative aspects of games but I know I need to understand programming to bring my ideas to life.,,1,0,1,0
415,claude,CS,1,2,1,3,0.946462802,1,I have to take this for my IT degree but I'm more interested in hardware than software. The programming assignments are taking me much longer than expected.,,0,0,1,1
416,claude,CS,0,3,3,2,0.885151346,0,I'm taking this course out of genuine curiosity about how computers work. I've always wondered how apps and websites are created and I want to try building something myself.,,0,1,0,0
417,claude,CS,1,1,2,1,1,0,This is required for my biomedical informatics major. I'm interested in how programming can be used to analyze medical data and improve healthcare outcomes.,,1,1,1,0
418,claude,CS,0,2,1,3,0.903134927,0,I'm taking this course to explore whether I want to add a computer science minor. I've heard programming skills are valuable in many fields.,,1,1,0,0
508,Gemini,CSAdv,1,1,2,3,1,1,"Machine Learning is a key course for my natural language processing pathway. I'm highly motivated, but the complexity of certain models is overwhelming, and I'm struggling to optimize their performance.",0,1,1,0,1
420,claude,CS,1,3,2,2,0.966751848,0,I'm studying computer engineering and I'm passionate about both hardware and software. I want to understand how programming interfaces with computer systems.,,0,1,0,0
421,claude,CS,1,3,2,3,1,0,This course is required for my artificial intelligence major. I'm fascinated by machine learning and I know programming is fundamental to working with AI systems.,1,1,1,1,0
422,claude,CS,0,2,1,3,1,0,I'm taking this course because I want to understand technology better in my marketing career. I need to work with developers and want to speak their language.,,1,0,0,0
423,claude,CS,0,1,2,1,0.882655378,0,I'm taking this course to prepare for a coding bootcamp. I want to make sure I have the basics down before committing to an intensive program.,,1,0,0,0
424,claude,CS,1,2,3,2,1,0,This is required for my human-computer interaction program. I'm interested in designing user interfaces and I need to understand how software is built.,,1,1,1,0
425,claude,CS,1,1,1,3,1,1,I have to take this course but I'm already overwhelmed with my other classes. The programming projects require more time than I anticipated.,,0,0,1,1
426,claude,CS,1,1,3,1,1,0,I'm majoring in computational biology and I'm excited about using programming to solve biological problems and analyze genetic data.,,0,1,0,0
427,claude,CS,1,3,2,2,0.775261481,0,This course is required for my network administration program. I know that understanding programming will help me with system automation and scripting.,,1,0,1,0
428,claude,CS,0,1,2,2,1,0,I'm taking this course because I'm considering graduate school in digital humanities. I want to use computational methods to analyze literature and historical texts.,,1,0,0,0
429,claude,CS,1,2,1,2,1,0,It's required for my web development program. I'm excited about creating websites but I'm finding the programming logic more challenging than the design aspects.,0,0,1,1,1
470,claude,ENGL,1,1,2,1,0.656189077,0,"This is a degree requirement but I'm struggling with the workload. I'm working part-time and have family responsibilities, so finding time to write quality essays is difficult.",0,0,0,1,1
431,claude,CS,1,3,3,3,0.841674149,0,I'm studying robotics and I'm passionate about programming robots to perform complex tasks. I want to work on autonomous systems and AI robotics.,,1,1,0,0
432,claude,CS,1,2,2,1,0.614115173,0,This course is required for my digital forensics program. I'm interested in how programming skills can be used to investigate cybercrimes and analyze digital evidence.,,1,1,1,0
433,claude,CS,0,2,1,2,0.826118633,0,I'm taking this course to explore a potential career in tech support. I want to understand how software works so I can better help users troubleshoot problems.,,1,0,0,0
475,claude,ENGL,1,1,2,3,1,0,I have to take this course but I'm intimidated by the writing process. I never learned proper essay structure in high school and I'm afraid of falling behind.,0,0,0,1,1
435,claude,CS,1,3,2,1,1,0,I'm majoring in computational mathematics and I'm excited about using programming to solve complex mathematical problems and create simulations.,,0,1,0,0
436,claude,CS,1,2,3,2,0.967409478,0,This course is required for my mobile app development program. I'm interested in creating apps that can make a positive impact on people's daily lives.,,1,1,1,0
437,claude,CS,0,3,1,1,1,0,I'm taking this course because I want to understand what my software developer friends do at work. I'm curious about the technical side of their projects.,,0,1,0,0
438,claude,CS,0,2,3,3,0.821989854,1,I'm taking this course because I want to pursue a PhD in computer science. I'm fascinated by algorithms and computational theory.,,1,1,0,0
439,claude,CS,1,3,2,1,0.664492634,1,This course is required for my geographic information systems program. I'm interested in using programming to analyze spatial data and create mapping applications.,,1,1,1,0
478,claude,ENGL,1,2,2,3,0.911667845,0,"I'm taking this course because it's required, but I struggle with anxiety about writing. I worry about making mistakes and I often procrastinate on assignments.",0,0,0,1,1
441,claude,CS,1,2,3,2,0.998406545,0,I'm studying quantum computing and I'm excited about programming quantum algorithms. I want to work on the cutting edge of computational technology.,,1,1,0,0
442,claude,CS,1,3,1,3,0.87346105,0,This is required for my electronic media production degree. I know that programming skills will help me create interactive media and automate production workflows.,,1,0,1,0
443,claude,CS,0,1,2,1,0.609883685,0,I'm taking this course because I'm considering a career change to user experience design. I want to understand how developers implement designs.,,1,0,0,0
444,claude,CS,1,1,2,2,0.906631994,0,This course is required for my computational finance program. I'm interested in using programming to develop trading algorithms and analyze financial markets.,,1,1,1,0
492,claude,ENGL,1,1,1,3,0.6191061,1,"I'm taking this course because I have to, but I'm overwhelmed by the feedback process. I don't know how to incorporate criticism and improve my drafts effectively.",0,0,0,1,1
446,claude,CS,0,3,3,3,1,0,I'm taking this course to prepare for law school with a focus on technology law. I want to understand how software works so I can better represent tech companies.,,1,0,0,0
447,claude,CS,1,2,3,1,0.996659825,0,This course is required for my computer graphics program. I'm interested in creating visual effects and animations using programming.,,0,1,1,0
448,claude,CS,0,3,1,2,0.692024043,0,I'm taking this course to challenge myself intellectually. I've always wondered how computers execute instructions and I want to understand the fundamentals.,,0,1,0,0
482,claude,ENGL,1,1,2,1,0.842919962,1,"I'm taking this course because I have to, but I'm not confident in my writing abilities. I'm a first-generation college student and I feel behind compared to my peers.",0,0,0,1,1
450,claude,CS,1,3,2,1,0.761117972,0,I'm studying blockchain technology and I'm excited about programming decentralized applications and smart contracts for the future of finance.,,1,1,0,0
451,claude,ENGL,1,3,3,2,0.95373209,0,I'm taking this course because it's required for my degree. I know good writing skills are essential for success in college and my future career in business.,,1,0,1,0
452,claude,ENGL,1,1,1,2,1,0,This is a requirement but writing has always been difficult for me. English is my second language and I struggle with grammar and organizing my thoughts clearly.,0,0,0,1,1
453,claude,ENGL,1,2,3,3,0.861427395,0,"I'm taking this course because I want to improve my writing skills for my journalism major. Clear, compelling writing is fundamental to everything I want to do professionally.",,1,0,0,0
454,claude,ENGL,1,1,2,2,0.995606977,0,This course is required for my engineering degree. I know that technical writing and communication skills are important for presenting research and working with teams.,,1,0,1,0
455,claude,ENGL,1,3,1,2,0.773948476,0,I have to take this course but I'm much better with numbers than words. I'm a math major and I find writing assignments frustrating and time-consuming.,1,0,0,1,1
456,claude,ENGL,1,3,2,3,0.801069075,0,This course is required for my pre-law track. I know that strong writing and argumentation skills are absolutely critical for success in law school and legal practice.,,1,0,1,0
457,claude,ENGL,1,2,3,2,0.949296964,0,I'm taking this course because it's a general education requirement. I actually enjoy writing and I'm looking forward to improving my academic writing style.,,0,1,1,0
458,claude,ENGL,1,1,2,1,0.764713652,0,"This is required for my degree but I'm struggling with the academic writing format. I'm used to texting and social media, not formal essays with citations.",0,0,0,1,1
459,claude,ENGL,1,3,3,2,0.904635069,0,I'm taking this course because I want to be a better writer for my psychology major. I need to write research papers and I want to communicate my ideas clearly and persuasively.,,1,0,0,0
460,claude,ENGL,1,2,1,2,0.640424421,0,"It's a requirement for my computer science degree. I understand that documentation and technical communication are important, but I prefer coding to writing.",,1,0,1,0
461,claude,ENGL,1,3,2,1,1,0,"This course is required for my education major. I know that as a future teacher, I need excellent writing skills to communicate with students, parents, and colleagues.",,1,0,1,0
462,claude,ENGL,1,1,3,2,0.88705271,0,"I'm taking this course because I have to, but I've always struggled with writing. I have learning differences that make organizing essays and meeting deadlines challenging.",0,0,0,1,1
463,claude,ENGL,1,1,3,2,0.890027449,0,I'm taking this course because I'm passionate about writing and I want to pursue a career in publishing or communications. I love the power of words to influence and inform.,,1,1,0,0
464,claude,ENGL,1,2,2,3,0.952096987,0,This course is required for my biology major. I know that scientific writing and grant proposals are important for research careers.,,1,0,1,0
465,claude,ENGL,1,1,1,2,0.85753439,0,I have to take this course but I'm already overwhelmed with my other classes. The writing assignments take me much longer than they should.,0,0,0,1,1
466,claude,ENGL,1,2,2,3,0.88685456,0,"I'm taking this course because I want to be a better communicator in my business major. Clear writing is essential for reports, proposals, and professional correspondence.",,1,0,0,0
467,claude,ENGL,1,2,3,2,1,0,"This course is required for my social work degree. I need strong writing skills for case reports, grant applications, and advocacy work.",,1,0,1,0
468,claude,ENGL,1,1,2,1,1,0,"I'm taking this course because it's required, but I'm more comfortable with creative writing than academic writing. The formal structure and citation requirements are confusing.",0,0,0,1,1
469,claude,ENGL,1,2,1,1,0.77389977,0,It's a requirement for my history major. I understand that historians need excellent writing skills to present arguments and analyze evidence clearly.,,1,0,1,0
495,claude,ENGL,1,1,2,3,0.833627264,1,"I'm taking this course because it's required, but I struggle with time management on writing assignments. I underestimate how long it takes to produce good work.",0,0,0,1,1
471,claude,ENGL,1,3,3,2,0.93249483,0,I'm taking this course because I want to improve my writing for my political science major. I need to write persuasive arguments and analyze complex policy issues.,,1,0,0,0
472,claude,ENGL,1,1,2,1,0.574711825,0,This course is required for my nursing program. I know that clear documentation and communication are critical for patient safety and professional practice.,,1,0,1,0
473,claude,ENGL,1,1,2,3,0.692721341,0,I'm taking this course because it's required for graduation. I'm not particularly interested in writing but I understand it's a skill I need for any career.,,1,0,1,0
474,claude,ENGL,1,1,2,2,1,0,This course is required for my communications major. I'm interested in how different writing styles and techniques can be used to reach different audiences.,,0,1,1,0
252,claude,MATH,1,2,3,2,1,0,This is a requirement for my degree but honestly I'm not great at math. I'm hoping to get through it but I'm already feeling overwhelmed with the workload.,0,0,0,1,1
476,claude,ENGL,1,2,3,1,0.935096396,0,I'm taking this course because I want to improve my writing for my environmental science major. I need to write research papers and policy briefs about environmental issues.,,1,0,0,0
477,claude,ENGL,1,2,2,3,1,0,"This course is required for my criminal justice degree. I know that clear, accurate writing is important for police reports and legal documentation.",,1,0,1,0
255,claude,MATH,1,1,3,1,0.991125015,0,I have to take this for my major but I really struggle with math. I'm working part-time and it's hard to find time to study properly.,0,0,0,1,1
479,claude,ENGL,1,3,3,2,1,0,I'm taking this course because I want to be a better writer for my philosophy major. I need to construct logical arguments and analyze complex texts clearly.,,1,0,0,0
480,claude,ENGL,1,2,1,2,1,0,It's required for my marketing degree. I understand that persuasive writing is important for advertising and brand communications.,,1,0,1,0
481,claude,ENGL,1,2,2,3,0.900812361,0,This course is required for my anthropology major. I need strong writing skills to present ethnographic research and cultural analysis.,,1,0,1,0
280,claude,MATH,1,2,2,2,0.776668934,0,This is a requirement I've been putting off. I'm a senior and need to graduate but I've always avoided math classes.,0,0,0,1,1
483,claude,ENGL,1,3,3,3,0.799355368,0,I'm taking this course because I love writing and I want to pursue graduate school. Strong academic writing skills are essential for research and scholarship.,,1,1,0,0
484,claude,ENGL,1,2,2,2,0.950519545,0,This course is required for my art history major. I need to write analytical essays about visual culture and artistic movements.,,0,0,1,0
485,claude,ENGL,1,3,3,2,0.728729851,1,"I'm taking this course because it's required, but I prefer visual and hands-on learning. Sitting down to write essays feels abstract and disconnected from my interests.",,0,0,1,1
486,claude,ENGL,1,3,2,2,0.706661944,0,I'm taking this course because I want to improve my writing for my international relations major. I need to analyze complex global issues and present policy recommendations.,,1,0,0,0
487,claude,ENGL,1,3,3,2,0.895342712,0,"This course is required for my theater major. I know that writing skills are important for grants, reviews, and program notes in the arts.",,1,0,1,0
488,claude,ENGL,1,3,2,1,0.757767799,0,I'm taking this course because it's required for my degree. I'm more comfortable with technical subjects and I find the subjective nature of writing evaluation frustrating.,1,0,0,1,1
489,claude,ENGL,1,3,3,1,1,0,"I'm taking this course because I want to be a better writer for my public health major. I need to write reports, proposals, and policy documents that can influence health outcomes.",,1,0,0,0
490,claude,ENGL,1,2,1,3,1,0,It's required for my geology major. I understand that scientists need to communicate their findings clearly to both academic and public audiences.,,1,0,1,0
491,claude,ENGL,1,2,2,2,0.918804104,0,"This course is required for my music major. I know that writing skills are important for program notes, grant applications, and music criticism.",,1,0,1,0
290,claude,MATH,1,1,2,1,1,1,I have to take this course but I'm more interested in the humanities. Math has never been my strong suit and I'm struggling to stay motivated.,0,0,0,1,1
493,claude,ENGL,1,3,3,1,0.967736831,0,I'm taking this course because I want to be a better writer for my sociology major. I need to present research findings and social analysis in compelling ways.,,1,0,0,0
494,claude,ENGL,1,3,2,2,0.79080737,0,This course is required for my architecture program. I know that architects need strong writing skills for project proposals and design statements.,,1,0,1,0
269,claude,MATH,1,2,2,2,1,1,It's a degree requirement but I'm really struggling. I work nights and have kids so finding time to study is challenging.,0,0,0,1,1
496,claude,ENGL,1,3,2,3,1,0,"I'm taking this course because I want to improve my writing for my economics major. I need to present complex economic analysis in clear, accessible language.",,1,0,0,0
497,claude,ENGL,1,3,3,1,0.856275385,0,This course is required for my chemistry major. I know that scientific writing and publication are important for research careers.,,1,0,1,0
498,claude,ENGL,1,1,2,2,0.841932264,0,I'm taking this course because it's required for graduation. I'm international student and I'm still adjusting to academic expectations in American universities.,,0,0,1,1
499,claude,ENGL,1,1,2,3,0.788657262,0,"This course is required for my sports management degree. I know that clear communication is important for working with athletes, media, and sponsors.",,1,0,1,0
500,claude,ENGL,1,2,1,3,0.603440054,1,"I'm taking this course because I have to, but I'm juggling work and family obligations. The writing assignments require more focused time than I can consistently provide.",,0,0,1,1
501,Gemini,CSAdv,1,3,3,2,1,0,I'm taking Machine Learning because it's at the forefront of AI and crucial for my career goal in data science. I'm excited to learn how to build intelligent systems and analyze complex datasets.,,1,1,0,0
502,Gemini,CSAdv,1,1,1,1,1,0,"This course is a mandatory requirement for my specialization, but I'm finding the mathematical concepts and programming frameworks incredibly challenging. I'm struggling to grasp the core ideas.",0,0,0,1,1
503,Gemini,CSAdv,1,2,1,3,0.600286485,0,"I need this for my computer vision research. I'm hoping to understand the basics of neural networks and model training, even if it feels a bit overwhelming right now.",0,1,0,0,1
504,Gemini,CSAdv,1,3,2,3,1,1,"Machine Learning is crucial for my aspiring career in robotics. I'm finding some of the algorithm implementations challenging, but I'm determined to master them for developing autonomous systems.",1,1,0,0,1
